Id,SalePrice
1461,113476.0
1462,190000.0
1463,184968.0
1464,203184.0
1465,211184.0
1466,201084.0
1467,192660.0
1468,172840.0
1469,149740.0
1470,131512.0
1471,127124.0
1472,134736.0
1473,112016.0
1474,172884.0
1475,104776.0
1476,370328.0
1477,265696.0
1478,296456.0
1479,314160.0
1480,386256.0
1481,300120.0
1482,196392.0
1483,175392.0
1484,150456.0
1485,193152.0
1486,218724.0
1487,360896.0
1488,247828.0
1489,219952.0
1490,201472.0
1491,162352.0
1492,112328.0
1493,195180.0
1494,323372.0
1495,325728.0
1496,191908.0
1497,184168.0
1498,175744.0
1499,163504.0
1500,130756.0
1501,178236.0
1502,159832.0
1503,248540.0
1504,250788.0
1505,209000.0
1506,204136.0
1507,245480.0
1508,245096.0
1509,152456.0
1510,132220.0
1511,136600.0
1512,136148.0
1513,201496.0
1514,211720.0
1515,228248.0
1516,186312.0
1517,163264.0
1518,103800.0
1519,211288.0
1520,132312.0
1521,151688.0
1522,139576.0
1523,155936.0
1524,121772.0
1525,115608.0
1526,101648.0
1527,156648.0
1528,185832.0
1529,126188.0
1530,179364.0
1531,189744.0
1532,121396.0
1533,104724.0
1534,177576.0
1535,130240.0
1536,142288.0
1537,70656.0
1538,182956.0
1539,234776.0
1540,153932.0
1541,152760.0
1542,181884.0
1543,218780.0
1544,88284.0
1545,146292.0
1546,130140.0
1547,125248.0
1548,177712.0
1549,94584.0
1550,158100.0
1551,129624.0
1552,181040.0
1553,202000.0
1554,127944.0
1555,164480.0
1556,87668.0
1557,148400.0
1558,134816.0
1559,129620.0
1560,132956.0
1561,151616.0
1562,104700.0
1563,121724.0
1564,141448.0
1565,149492.0
1566,201992.0
1567,83396.0
1568,234808.0
1569,120272.0
1570,137372.0
1571,76700.0
1572,146828.0
1573,208216.0
1574,139168.0
1575,156688.0
1576,243552.0
1577,167840.0
1578,224408.0
1579,137752.0
1580,210756.0
1581,184016.0
1582,104380.0
1583,230600.0
1584,262336.0
1585,113952.0
1586,73628.0
1587,144952.0
1588,108040.0
1589,111068.0
1590,118660.0
1591,86776.0
1592,122176.0
1593,135236.0
1594,232224.0
1595,165700.0
1596,252952.0
1597,229928.0
1598,216096.0
1599,165520.0
1600,152540.0
1601,55972.0
1602,162040.0
1603,85460.0
1604,261240.0
1605,236820.0
1606,136680.0
1607,170156.0
1608,168768.0
1609,170992.0
1610,147140.0
1611,134036.0
1612,222712.0
1613,143724.0
1614,148328.0
1615,96720.0
1616,70948.0
1617,113172.0
1618,123904.0
1619,107244.0
1620,197832.0
1621,157968.0
1622,180968.0
1623,239880.0
1624,179500.0
1625,134952.0
1626,141656.0
1627,191500.0
1628,280808.0
1629,180756.0
1630,305912.0
1631,229756.0
1632,262936.0
1633,200772.0
1634,202860.0
1635,196796.0
1636,164152.0
1637,194536.0
1638,207556.0
1639,235408.0
1640,256300.0
1641,188032.0
1642,225440.0
1643,230144.0
1644,235048.0
1645,160024.0
1646,215936.0
